layer,age_numeric,avg_animacy_correct,drawn_category
FC6,2,0.19612068965517238,TV
FC6,2,-0.13392857142857145,airplane
FC6,2,0.02083333333333337,apple
FC6,2,0.1831896551724138,bear
FC6,2,0.02840909090909094,bed
FC6,2,-0.018145161290322565,bee
FC6,2,-0.08630952380952384,bike
FC6,2,0.012500000000000011,bird
FC6,2,0.14020270270270274,boat
FC6,2,0.19612068965517238,book
FC6,2,0.2946428571428571,bottle
FC6,2,-0.09191176470588236,bowl
FC6,2,-0.11088709677419356,cactus
FC6,2,0.29934210526315785,camel
FC6,2,0.050403225806451624,car
FC6,2,0.11805555555555558,cat
FC6,2,0.25568181818181823,chair
FC6,2,-0.10416666666666669,clock
FC6,2,0.11750000000000005,couch
FC6,2,0.21114864864864868,cow
FC6,2,0.16090425531914898,cup
FC6,2,0.10795454545454541,dog
FC6,2,0.1339285714285714,elephant
FC6,2,0.12916666666666665,face
FC6,2,-0.02573529411764708,fish
FC6,2,0.2646276595744681,frog
FC6,2,0.10096153846153844,hand
FC6,2,0.08266129032258063,hat
FC6,2,0.2025,horse
FC6,2,0.20673076923076927,house
FC6,2,-0.09583333333333333,ice.cream
FC6,2,0.05818965517241381,key
FC6,2,0.22010869565217395,lamp
FC6,2,0.23750000000000004,mushroom
FC6,2,0.1339285714285714,octopus
FC6,2,-0.05654761904761907,person
FC6,2,0.14802631578947367,phone
FC6,2,0.2796052631578947,piano
FC6,2,0.10416666666666663,rabbit
FC6,2,0.1597222222222222,scissors
FC6,2,0.14740566037735847,sheep
FC6,2,0.0842391304347826,snail
FC6,2,0.10096153846153844,spider
FC6,2,0.259469696969697,tiger
FC6,2,0.21336206896551724,train
FC6,2,0.08194444444444449,tree
FC6,2,-0.024038461538461564,watch
FC6,2,-0.05288461538461536,whale
FC6,3,0.27840909090909094,TV
FC6,3,0.10416666666666663,airplane
FC6,3,0.0708333333333333,apple
FC6,3,0.2693965517241379,bear
FC6,3,0.20345744680851063,bed
FC6,3,0.0025000000000000022,bee
FC6,3,-0.14945652173913043,bike
FC6,3,0.07565789473684215,bird
FC6,3,0.01127049180327866,boat
FC6,3,0.24831081081081086,book
FC6,3,0.3940217391304348,bottle
FC6,3,0.15489130434782605,bowl
FC6,3,0,cactus
FC6,3,0.3125,camel
FC6,3,0.14903846153846156,car
FC6,3,0.15224358974358976,cat
FC6,3,0.22697368421052633,chair
FC6,3,-0.13392857142857145,clock
FC6,3,0.16057692307692306,couch
FC6,3,0.12771739130434778,cow
FC6,3,0.20777027027027029,cup
FC6,3,0.11964285714285716,dog
FC6,3,0.1747448979591837,elephant
FC6,3,0.08750000000000002,face
FC6,3,-0.04464285714285715,fish
FC6,3,0.3252118644067796,frog
FC6,3,-0.14338235294117646,hand
FC6,3,0.14583333333333337,hat
FC6,3,0.10795454545454541,horse
FC6,3,0.3394607843137255,house
FC6,3,0.20220588235294112,ice.cream
FC6,3,0.051136363636363646,key
FC6,3,0.1875,lamp
FC6,3,0.04861111111111116,mushroom
FC6,3,0.11513157894736847,octopus
FC6,3,-0.07684426229508196,person
FC6,3,0.23750000000000004,phone
FC6,3,0.2232142857142857,piano
FC6,3,-0.03399122807017546,rabbit
FC6,3,0.06793478260869568,scissors
FC6,3,0.20766129032258063,sheep
FC6,3,-0.013257575757575746,snail
FC6,3,-0.0050675675675675436,spider
FC6,3,0.30443548387096775,tiger
FC6,3,0.14903846153846156,train
FC6,3,0.07386363636363635,tree
FC6,3,0.06495098039215685,watch
FC6,3,0.12132352941176472,whale
FC6,4,0.34134615384615385,TV
FC6,4,-0.10795454545454547,airplane
FC6,4,0.24831081081081086,apple
FC6,4,0.18936567164179108,bear
FC6,4,0.27332089552238803,bed
FC6,4,-0.020833333333333315,bee
FC6,4,-0.0267857142857143,bike
FC6,4,0.13942307692307687,bird
FC6,4,0.16090425531914898,boat
FC6,4,0.3092948717948718,book
FC6,4,0.3660714285714286,bottle
FC6,4,0.2102272727272727,bowl
FC6,4,-0.07230392156862747,cactus
FC6,4,0.3025,camel
FC6,4,0.014423076923076872,car
FC6,4,0.25815217391304346,cat
FC6,4,0.3125,chair
FC6,4,-0.19515306122448978,clock
FC6,4,0.2299528301886793,couch
FC6,4,-0.008928571428571452,cow
FC6,4,0.19305555555555554,cup
FC6,4,0.2095588235294118,dog
FC6,4,0.0625,elephant
FC6,4,0.11805555555555558,face
FC6,4,0.02250000000000002,fish
FC6,4,0.16776315789473684,frog
FC6,4,-0.08614864864864863,hand
FC6,4,0.27533783783783783,hat
FC6,4,0.0625,horse
FC6,4,0.10416666666666663,house
FC6,4,0.1465909090909091,ice.cream
FC6,4,0.14338235294117652,key
FC6,4,0.28995901639344257,lamp
FC6,4,0.21875,mushroom
FC6,4,0.2838114754098361,octopus
FC6,4,0.13749999999999996,person
FC6,4,0.1647727272727273,phone
FC6,4,0.20942982456140347,piano
FC6,4,0.1160714285714286,rabbit
FC6,4,-0.0024999999999999467,scissors
FC6,4,0.24503968253968256,sheep
FC6,4,0.09583333333333333,snail
FC6,4,0.19886363636363635,spider
FC6,4,0.23897058823529416,tiger
FC6,4,0.01931818181818179,train
FC6,4,0.11931818181818177,tree
FC6,4,-0.03790983606557374,watch
FC6,4,-0.03749999999999998,whale
FC6,5,0.3940217391304348,TV
FC6,5,-0.035227272727272774,airplane
FC6,5,0.07386363636363635,apple
FC6,5,0.2235169491525424,bear
FC6,5,0.2946428571428571,bed
FC6,5,0.0625,bee
FC6,5,-0.11249999999999999,bike
FC6,5,0.10416666666666663,bird
FC6,5,0.2232142857142857,boat
FC6,5,0.35641891891891897,book
FC6,5,0.3819444444444444,bottle
FC6,5,0.11491935483870963,bowl
FC6,5,-0.2065677966101695,cactus
FC6,5,0.14980158730158732,camel
FC6,5,0.16090425531914898,car
FC6,5,0.18154761904761907,cat
FC6,5,0.34659090909090906,chair
FC6,5,-0.35661764705882354,clock
FC6,5,0.2920454545454545,couch
FC6,5,0.22466216216216217,cow
FC6,5,0.20673076923076927,cup
FC6,5,0.17978395061728392,dog
FC6,5,0.201844262295082,elephant
FC6,5,0.1831896551724138,face
FC6,5,0.0201271186440678,fish
FC6,5,0.328125,frog
FC6,5,-0.016447368421052655,hand
FC6,5,0.20220588235294112,hat
FC6,5,0.15073529411764708,horse
FC6,5,0.23750000000000004,house
FC6,5,0.22537878787878785,ice.cream
FC6,5,0.1825980392156863,key
FC6,5,0.3208333333333333,lamp
FC6,5,0.19305555555555554,mushroom
FC6,5,0.38068181818181823,octopus
FC6,5,-0.05288461538461536,person
FC6,5,0.1975,phone
FC6,5,0.31845238095238093,piano
FC6,5,-0.020833333333333315,rabbit
FC6,5,0.1825980392156863,scissors
FC6,5,0.2053571428571429,sheep
FC6,5,0.0625,snail
FC6,5,0.19664634146341464,spider
FC6,5,0.2436594202898551,tiger
FC6,5,0.2049418604651163,train
FC6,5,0.013257575757575801,tree
FC6,5,0.05288461538461542,watch
FC6,5,0.07127192982456143,whale
FC6,6,0.34659090909090906,TV
FC6,6,-0.02083333333333337,airplane
FC6,6,0.10416666666666663,apple
FC6,6,0.28663793103448276,bear
FC6,6,0.25568181818181823,bed
FC6,6,0.21875,bee
FC6,6,0.1875,bike
FC6,6,0.08488805970149249,bird
FC6,6,0.27083333333333337,boat
FC6,6,0.38988095238095233,book
FC6,6,0.35750000000000004,bottle
FC6,6,0.06607142857142856,bowl
FC6,6,-0.09027777777777779,cactus
FC6,6,0.3025,camel
FC6,6,0.07386363636363635,car
FC6,6,0.29107142857142854,cat
FC6,6,0.3819444444444444,chair
FC6,6,-0.16249999999999998,clock
FC6,6,0.26206140350877194,couch
FC6,6,0.27403846153846156,cow
FC6,6,0.3084677419354839,cup
FC6,6,0.21162280701754388,dog
FC6,6,0.3066860465116279,elephant
FC6,6,0.22916666666666663,face
FC6,6,0.14583333333333337,fish
FC6,6,0.19107142857142856,frog
FC6,6,-0.14338235294117646,hand
FC6,6,0.35416666666666663,hat
FC6,6,0.13749999999999996,horse
FC6,6,0.4375,house
FC6,6,0.10416666666666663,ice.cream
FC6,6,0.125,key
FC6,6,0.3786764705882353,lamp
FC6,6,-0.0625,mushroom
FC6,6,0.2897727272727273,octopus
FC6,6,0.04249999999999998,person
FC6,6,0.27533783783783783,phone
FC6,6,0.34659090909090906,piano
FC6,6,0.041666666666666685,rabbit
FC6,6,-0.012499999999999956,scissors
FC6,6,0.24174528301886788,sheep
FC6,6,-0.020833333333333315,snail
FC6,6,0.09191176470588236,spider
FC6,6,0.1261363636363636,tiger
FC6,6,0.21875,train
FC6,6,0.12171052631578949,tree
FC6,6,0.02286585365853655,watch
FC6,6,0.17361111111111116,whale
FC6,7,0.26358695652173914,TV
FC6,7,-0.08630952380952384,airplane
FC6,7,0.1298076923076923,apple
FC6,7,0.14144736842105265,bear
FC6,7,0.3041666666666667,bed
FC6,7,-0.013257575757575746,bee
FC6,7,0.0625,bike
FC6,7,0.22916666666666663,bird
FC6,7,0.008928571428571397,boat
FC6,7,0.3920454545454546,book
FC6,7,0.38749999999999996,bottle
FC6,7,0.12171052631578949,bowl
FC6,7,-0.15709459459459457,cactus
FC6,7,0.22916666666666663,camel
FC6,7,0.31985294117647056,car
FC6,7,0.14389534883720934,cat
FC6,7,0.4375,chair
FC6,7,0.10416666666666663,clock
FC6,7,0.27083333333333337,couch
FC6,7,0.2683823529411765,cow
FC6,7,0.3729838709677419,cup
FC6,7,0.2210365853658537,dog
FC6,7,0.3402777777777778,elephant
FC6,7,-0.1375,face
FC6,7,0.10795454545454541,fish
FC6,7,0.24431818181818177,frog
FC6,7,0.09583333333333333,hand
FC6,7,0.34226190476190477,hat
FC6,7,0.22250000000000003,horse
FC6,7,0.25568181818181823,house
FC6,7,0.0625,ice.cream
FC6,7,-0.03618421052631582,key
FC6,7,0.27749999999999997,lamp
FC6,7,0.11931818181818177,mushroom
FC6,7,0.38602941176470584,octopus
FC6,7,-0.008928571428571452,person
FC6,7,0.37083333333333335,phone
FC6,7,0.35750000000000004,piano
FC6,7,0.3125,rabbit
FC6,7,0.125,scissors
FC6,7,0.24250000000000005,sheep
FC6,7,0.0625,snail
FC6,7,0.2825,spider
FC6,7,0.30718085106382975,tiger
FC6,7,0.19940476190476186,train
FC6,7,0.1298076923076923,tree
FC6,7,0.0625,watch
FC6,7,0.04734848484848486,whale
FC6,8,0.4375,TV
FC6,8,0.04619565217391308,airplane
FC6,8,0.2152777777777778,apple
FC6,8,0.14583333333333337,bear
FC6,8,0.3920454545454546,bed
FC6,8,-0.02573529411764708,bee
FC6,8,-0.0625,bike
FC6,8,0.2847222222222222,bird
FC6,8,0.27083333333333337,boat
FC6,8,0.375,book
FC6,8,0.4375,bottle
FC6,8,0.1875,bowl
FC6,8,0.1298076923076923,cactus
FC6,8,0.2767857142857143,camel
FC6,8,0.24702380952380953,car
FC6,8,0.11250000000000004,cat
FC6,8,0.28365384615384615,chair
FC6,8,-0.22916666666666669,clock
FC6,8,0.27083333333333337,couch
FC6,8,0.2847222222222222,cow
FC6,8,0.2946428571428571,cup
FC6,8,0.26520270270270274,dog
FC6,8,0.30443548387096775,elephant
FC6,8,0.0625,face
FC6,8,0.11250000000000004,fish
FC6,8,0.29934210526315785,frog
FC6,8,0.0625,hand
FC6,8,0.2232142857142857,hat
FC6,8,0.3125,horse
FC6,8,0.3660714285714286,house
FC6,8,0.0625,ice.cream
FC6,8,0.25568181818181823,key
FC6,8,0.3660714285714286,lamp
FC6,8,-0.0625,mushroom
FC6,8,0.38068181818181823,octopus
FC6,8,-0.02573529411764708,person
FC6,8,0.32638888888888884,phone
FC6,8,0.32638888888888884,piano
FC6,8,0.10795454545454541,rabbit
FC6,8,-0.19886363636363635,scissors
FC6,8,0.29934210526315785,sheep
FC6,8,0.0625,snail
FC6,8,0.3482142857142857,spider
FC6,8,0.22916666666666663,tiger
FC6,8,0.02083333333333337,train
FC6,8,-0.03618421052631582,tree
FC6,8,-0.0625,watch
FC6,8,0.09583333333333333,whale
FC6,9,0.32638888888888884,TV
FC6,9,0.0625,airplane
FC6,9,0.4375,apple
FC6,9,0.10795454545454541,bear
FC6,9,0.35416666666666663,bed
FC6,9,0.22916666666666663,bee
FC6,9,0.4375,bike
FC6,9,0.25215517241379315,bird
FC6,9,0.20673076923076927,boat
FC6,9,0.3375,book
FC6,9,0.32638888888888884,bottle
FC6,9,-0.3125,bowl
FC6,9,-0.09191176470588236,cactus
FC6,9,0.22916666666666663,camel
FC6,9,0.03749999999999998,car
FC6,9,0.22916666666666663,cat
FC6,9,0.3125,chair
FC6,9,-0.16249999999999998,clock
FC6,9,0.27083333333333337,couch
FC6,9,0.26249999999999996,cow
FC6,9,0.37083333333333335,cup
FC6,9,0.125,dog
FC6,9,0.3701923076923077,elephant
FC6,9,0.0625,face
FC6,9,0.09191176470588236,fish
FC6,9,0.29934210526315785,frog
FC6,9,-0.10416666666666669,hand
FC6,9,0.23750000000000004,hat
FC6,9,0.3125,horse
FC6,9,0.1875,house
FC6,9,-0.0625,ice.cream
FC6,9,-0.11805555555555558,key
FC6,9,0.4375,lamp
FC6,9,0.1647727272727273,mushroom
FC6,9,0.4196428571428571,octopus
FC6,9,0.14583333333333337,person
FC6,9,0.4375,phone
FC6,9,0.13749999999999996,piano
FC6,9,0.14583333333333337,rabbit
FC6,9,0.10416666666666663,scissors
FC6,9,0.3482142857142857,sheep
FC6,9,0.1339285714285714,snail
FC6,9,0.3125,spider
FC6,9,0.125,tiger
FC6,9,0.10416666666666663,train
FC6,9,-0.16249999999999998,tree
FC6,9,0.0625,watch
FC6,9,0.0625,whale
FC6,10,0.2152777777777778,TV
FC6,10,-0.08101851851851855,airplane
FC6,10,0.1517857142857143,apple
FC6,10,0.25,bear
FC6,10,0.3848684210526315,bed
FC6,10,0.0625,bee
FC6,10,-0.16249999999999998,bike
FC6,10,0.2467105263157895,bird
FC6,10,0.02573529411764708,boat
FC6,10,0.375,book
FC6,10,0.10416666666666663,bottle
FC6,10,0.1597222222222222,bowl
FC6,10,-0.1875,cactus
FC6,10,0.1875,camel
FC6,10,0.07386363636363635,car
FC6,10,0.3225,cat
FC6,10,0.36057692307692313,chair
FC6,10,0.10416666666666663,clock
FC6,10,0.1975,couch
FC6,10,0.32007575757575757,cow
FC6,10,0.2232142857142857,cup
FC6,10,0.3060897435897436,dog
FC6,10,0.4471153846153846,elephant
FC6,10,-0.1647727272727273,face
FC6,10,0.11250000000000004,fish
FC6,10,0.27083333333333337,frog
FC6,10,0.3125,hand
FC6,10,0,hat
FC6,10,0.2548076923076923,horse
FC6,10,0.3375,house
FC6,10,0.008928571428571397,ice.cream
FC6,10,0.20220588235294112,key
FC6,10,0.32638888888888884,lamp
FC6,10,-0.017045454545454586,mushroom
FC6,10,0.17788461538461542,octopus
FC6,10,-0.12171052631578949,person
FC6,10,0.3375,phone
FC6,10,0.10416666666666663,piano
FC6,10,0.13942307692307687,rabbit
FC6,10,-0.2625,scissors
FC6,10,0.4196428571428571,sheep
FC6,10,-0.1375,snail
FC6,10,0.17788461538461542,spider
FC6,10,0.3125,tiger
FC6,10,0.0803571428571429,train
FC6,10,-0.125,tree
FC6,10,0.016447368421052655,watch
FC6,10,0.21250000000000002,whale
