category,age_numeric,roi_labelName,avg_emphasis,count_drawings_with_part,count_images,prop_drawings
bird,4,beak,0.1109945456190399,17,28,0.6071428571428571
bird,4,eye,0.06387416769715687,15,28,0.5357142857142857
bird,4,foot,0.106083238795171,8,28,0.2857142857142857
bird,4,leg,0.09539808430442227,11,28,0.39285714285714285
bird,4,wing,0.2885313842528105,13,28,0.4642857142857143
bird,5,beak,0.09858645184262216,12,28,0.42857142857142855
bird,5,eye,0.05857656150211453,16,28,0.5714285714285714
bird,5,foot,0.15123571514821524,8,28,0.2857142857142857
bird,5,leg,0.12538870790770026,8,28,0.2857142857142857
bird,5,wing,0.27875960735747424,19,28,0.6785714285714286
bird,6,beak,0.09112743989041588,17,27,0.6296296296296297
bird,6,eye,0.05058029852054952,19,27,0.7037037037037037
bird,6,foot,0.08846856800428962,7,27,0.25925925925925924
bird,6,leg,0.10005988801986582,7,27,0.25925925925925924
bird,6,wing,0.32421078578077256,19,27,0.7037037037037037
bird,7,beak,0.10299245138006255,16,27,0.5925925925925926
bird,7,eye,0.053507542826303565,17,27,0.6296296296296297
bird,7,foot,0.13399567937319265,8,27,0.2962962962962963
bird,7,leg,0.09992023938230729,7,27,0.25925925925925924
bird,7,wing,0.3005832849660024,15,27,0.5555555555555556
bird,8,beak,0.09338972375005394,24,28,0.8571428571428571
bird,8,eye,0.03985287757706397,23,28,0.8214285714285714
bird,8,foot,0.12017614042285904,10,28,0.35714285714285715
bird,8,leg,0.0786352284073271,15,28,0.5357142857142857
bird,8,wing,0.30655903404448015,18,28,0.6428571428571429
fish,4,eye,0.08789298468799611,18,27,0.6666666666666666
fish,4,fin,0.20735690361750855,9,27,0.3333333333333333
fish,4,gill,0.03897379925436006,1,27,0.037037037037037035
fish,4,mouth,0.06591250959499545,10,27,0.37037037037037035
fish,4,tail,0.2609454956498718,14,27,0.5185185185185185
fish,5,eye,0.09560541244117432,20,28,0.7142857142857143
fish,5,fin,0.20270382366420803,11,28,0.39285714285714285
fish,5,gill,0.07063183181659127,1,28,0.03571428571428571
fish,5,mouth,0.06507032413732916,9,28,0.32142857142857145
fish,5,tail,0.22220499605460425,19,28,0.6785714285714286
fish,6,eye,0.10678354241887142,17,27,0.6296296296296297
fish,6,fin,0.15993388424476113,8,27,0.2962962962962963
fish,6,gill,0.17238101321439667,4,27,0.14814814814814814
fish,6,mouth,0.04941973368334246,10,27,0.37037037037037035
fish,6,tail,0.23758430495176225,15,27,0.5555555555555556
fish,7,eye,0.0695674500312552,21,27,0.7777777777777778
fish,7,fin,0.22088604843419024,9,27,0.3333333333333333
fish,7,gill,0.23065002010656827,3,27,0.1111111111111111
fish,7,mouth,0.05875096615273827,10,27,0.37037037037037035
fish,7,tail,0.26527306642463455,18,27,0.6666666666666666
fish,8,eye,0.07026139439343124,22,28,0.7857142857142857
fish,8,fin,0.24438405713320244,6,28,0.21428571428571427
fish,8,gill,0.19994148727618577,2,28,0.07142857142857142
fish,8,mouth,0.08076222341716136,14,28,0.5
fish,8,tail,0.2783158945175435,19,28,0.6785714285714286
rabbit,4,ear,0.324908582510621,21,27,0.7777777777777778
rabbit,4,eye,0.09334787730241698,22,27,0.8148148148148148
rabbit,4,leg,0.09441618446830118,3,27,0.1111111111111111
rabbit,4,mouth,0.07860901263534177,12,27,0.4444444444444444
rabbit,4,nose,0.06970962222114484,8,27,0.2962962962962963
rabbit,5,ear,0.27685650316550126,22,28,0.7857142857142857
rabbit,5,eye,0.09490580680417322,18,28,0.6428571428571429
rabbit,5,leg,0.14970554337993805,13,28,0.4642857142857143
rabbit,5,mouth,0.051515905266279936,15,28,0.5357142857142857
rabbit,5,nose,0.04445519352602449,5,28,0.17857142857142858
rabbit,6,ear,0.2715755522613577,24,28,0.8571428571428571
rabbit,6,eye,0.1236669295532686,22,28,0.7857142857142857
rabbit,6,leg,0.16023575762887912,11,28,0.39285714285714285
rabbit,6,mouth,0.06127443340955673,15,28,0.5357142857142857
rabbit,6,nose,0.05220456732063499,7,28,0.25
rabbit,7,ear,0.3041395872800832,26,28,0.9285714285714286
rabbit,7,eye,0.05147403699843538,20,28,0.7142857142857143
rabbit,7,leg,0.15711342781980134,13,28,0.4642857142857143
rabbit,7,mouth,0.046731468064226886,14,28,0.5
rabbit,7,nose,0.030877311297941353,14,28,0.5
rabbit,8,ear,0.3143658291585605,25,28,0.8928571428571429
rabbit,8,eye,0.07210254060059236,21,28,0.75
rabbit,8,leg,0.1496176837747343,17,28,0.6071428571428571
rabbit,8,mouth,0.050057201657849826,16,28,0.5714285714285714
rabbit,8,nose,0.03661459726185812,10,28,0.35714285714285715
dog,4,ear,0.21770954237985887,11,28,0.39285714285714285
dog,4,eye,0.11417435495561053,21,28,0.75
dog,4,leg,0.21741119646856452,15,28,0.5357142857142857
dog,4,mouth,0.06821437059874859,15,28,0.5357142857142857
dog,4,tail,0.10710690584775485,9,28,0.32142857142857145
dog,5,ear,0.18382661607348713,15,28,0.5357142857142857
dog,5,eye,0.05082576122908152,18,28,0.6428571428571429
dog,5,leg,0.23744781197493015,20,28,0.7142857142857143
dog,5,mouth,0.05795706700078535,11,28,0.39285714285714285
dog,5,tail,0.11557971496697983,13,28,0.4642857142857143
dog,6,ear,0.2050442657602447,16,28,0.5714285714285714
dog,6,eye,0.0563479250337579,23,28,0.8214285714285714
dog,6,leg,0.2209095515713099,21,28,0.75
dog,6,mouth,0.04542830725063647,20,28,0.7142857142857143
dog,6,tail,0.10192256439490441,13,28,0.4642857142857143
dog,7,ear,0.22898567029344433,17,28,0.6071428571428571
dog,7,eye,0.04524277116431507,21,28,0.75
dog,7,leg,0.2330688331236668,19,28,0.6785714285714286
dog,7,mouth,0.05943396242130653,19,28,0.6785714285714286
dog,7,tail,0.13449284067806416,17,28,0.6071428571428571
dog,8,ear,0.2384946763778938,21,27,0.7777777777777778
dog,8,eye,0.043368135956788165,24,27,0.8888888888888888
dog,8,leg,0.20908987754240685,21,27,0.7777777777777778
dog,8,mouth,0.04171638490763596,21,27,0.7777777777777778
dog,8,tail,0.0830566929789429,19,27,0.7037037037037037
sheep,4,ear,0.13956187913325727,7,30,0.23333333333333334
sheep,4,eye,0.05664283489348188,18,30,0.6
sheep,4,leg,0.18210256996810711,21,30,0.7
sheep,4,mouth,0.02600544832314032,11,30,0.36666666666666664
sheep,4,wool,0.37032379755500944,9,30,0.3
sheep,5,ear,0.11054043919337511,9,30,0.3
sheep,5,eye,0.047007428297321574,23,30,0.7666666666666667
sheep,5,leg,0.1766902013868919,19,30,0.6333333333333333
sheep,5,mouth,0.0406765008717099,12,30,0.4
sheep,5,wool,0.25516077297632506,9,30,0.3
sheep,6,ear,0.11650433759918027,13,30,0.43333333333333335
sheep,6,eye,0.03755492794612427,17,30,0.5666666666666667
sheep,6,leg,0.19214680669926634,20,30,0.6666666666666666
sheep,6,mouth,0.028199091986420958,13,30,0.43333333333333335
sheep,6,wool,0.3996272742733373,11,30,0.36666666666666664
sheep,7,ear,0.09350693086060219,10,30,0.3333333333333333
sheep,7,eye,0.026727454854552413,23,30,0.7666666666666667
sheep,7,leg,0.21320121771966954,25,30,0.8333333333333334
sheep,7,mouth,0.019640922853476198,19,30,0.6333333333333333
sheep,7,wool,0.4220455256995557,13,30,0.43333333333333335
sheep,8,ear,0.06797462362980072,12,29,0.41379310344827586
sheep,8,eye,0.02843596357505363,26,29,0.896551724137931
sheep,8,leg,0.20059786800853555,21,29,0.7241379310344828
sheep,8,mouth,0.0423346540988903,18,29,0.6206896551724138
sheep,8,wool,0.3441014298762277,7,29,0.2413793103448276
tiger,4,ear,0.16867916445551484,8,29,0.27586206896551724
tiger,4,eye,0.07912818212653457,14,29,0.4827586206896552
tiger,4,leg,0.2235540688577177,14,29,0.4827586206896552
tiger,4,mouth,0.04161575431070125,8,29,0.27586206896551724
tiger,4,tail,0.12744608198571364,11,29,0.3793103448275862
tiger,5,ear,0.13672029040807998,14,29,0.4827586206896552
tiger,5,eye,0.06768518037720966,21,29,0.7241379310344828
tiger,5,leg,0.18068086552793466,20,29,0.6896551724137931
tiger,5,mouth,0.049386222667716424,15,29,0.5172413793103449
tiger,5,tail,0.1289104142855399,8,29,0.27586206896551724
tiger,6,ear,0.144409067726129,14,29,0.4827586206896552
tiger,6,eye,0.03404395262375918,21,29,0.7241379310344828
tiger,6,leg,0.1666164100774298,18,29,0.6206896551724138
tiger,6,mouth,0.03343167263718196,16,29,0.5517241379310345
tiger,6,tail,0.13421026945463901,10,29,0.3448275862068966
tiger,7,ear,0.1592136446106543,16,30,0.5333333333333333
tiger,7,eye,0.04578834858535966,21,30,0.7
tiger,7,leg,0.2137140272864217,19,30,0.6333333333333333
tiger,7,mouth,0.04544467702374834,13,30,0.43333333333333335
tiger,7,tail,0.13091690628911062,13,30,0.43333333333333335
tiger,8,ear,0.1187053450813036,16,29,0.5517241379310345
tiger,8,eye,0.04232501343073465,18,29,0.6206896551724138
tiger,8,leg,0.17807000112708116,18,29,0.6206896551724138
tiger,8,mouth,0.04303026344673042,14,29,0.4827586206896552
tiger,8,tail,0.11669282747097033,15,29,0.5172413793103449
camel,4,eye,0.07984191860697074,6,29,0.20689655172413793
camel,4,hump,0.32198066082180177,6,29,0.20689655172413793
camel,4,leg,0.2750642330250625,16,29,0.5517241379310345
camel,4,mouth,0.0929251648770572,4,29,0.13793103448275862
camel,4,tail,0.09005275178848755,4,29,0.13793103448275862
camel,5,eye,0.04346604705150758,15,30,0.5
camel,5,hump,0.2729153485219527,15,30,0.5
camel,5,leg,0.25280714333101956,22,30,0.7333333333333333
camel,5,mouth,0.03631333217882196,11,30,0.36666666666666664
camel,5,tail,0.13887025400492758,10,30,0.3333333333333333
camel,6,eye,0.039414981068906896,20,28,0.7142857142857143
camel,6,hump,0.17415246373085752,17,28,0.6071428571428571
camel,6,leg,0.26339443976472576,24,28,0.8571428571428571
camel,6,mouth,0.030948452695844775,15,28,0.5357142857142857
camel,6,tail,0.07228890330906808,6,28,0.21428571428571427
camel,7,eye,0.038564954637483176,11,30,0.36666666666666664
camel,7,hump,0.16180781522440157,12,30,0.4
camel,7,leg,0.2867683644828617,22,30,0.7333333333333333
camel,7,mouth,0.05154750268704798,8,30,0.26666666666666666
camel,7,tail,0.13354136100719904,13,30,0.43333333333333335
camel,8,eye,0.02060872691056613,14,29,0.4827586206896552
camel,8,hump,0.15403947567146045,16,29,0.5517241379310345
camel,8,leg,0.2354716506342983,21,29,0.7241379310344828
camel,8,mouth,0.03837452859358335,10,29,0.3448275862068966
camel,8,tail,0.10080688479451803,10,29,0.3448275862068966
bear,4,ear,0.16620008940992745,12,28,0.42857142857142855
bear,4,eye,0.09247762428230824,20,28,0.7142857142857143
bear,4,leg,0.23250404751158985,13,28,0.4642857142857143
bear,4,mouth,0.0508597252721998,13,28,0.4642857142857143
bear,4,nose,0.06349601937853822,5,28,0.17857142857142858
bear,5,ear,0.1652025661014854,17,30,0.5666666666666667
bear,5,eye,0.1116045113006791,24,30,0.8
bear,5,leg,0.23125047952440125,16,30,0.5333333333333333
bear,5,mouth,0.06240324562157854,18,30,0.6
bear,5,nose,0.06126178387273845,7,30,0.23333333333333334
bear,6,ear,0.17540909639575908,22,29,0.7586206896551724
bear,6,eye,0.05852143475125022,21,29,0.7241379310344828
bear,6,leg,0.19619968328908052,21,29,0.7241379310344828
bear,6,mouth,0.051296103011041504,19,29,0.6551724137931034
bear,6,nose,0.029543689848422025,12,29,0.41379310344827586
bear,7,ear,0.1879454036729276,22,29,0.7586206896551724
bear,7,eye,0.11054539856405456,20,29,0.6896551724137931
bear,7,leg,0.2701739319523979,13,29,0.4482758620689655
bear,7,mouth,0.053364362466995746,16,29,0.5517241379310345
bear,7,nose,0.0325259512142666,9,29,0.3103448275862069
bear,8,ear,0.18104524064815916,23,30,0.7666666666666667
bear,8,eye,0.07494890789764057,26,30,0.8666666666666667
bear,8,leg,0.1878380729388597,16,30,0.5333333333333333
bear,8,mouth,0.04755836227815534,20,30,0.6666666666666666
bear,8,nose,0.05385623885918479,10,30,0.3333333333333333
cup,4,base,0.1455409804794241,4,24,0.16666666666666666
cup,4,handle,0.21838523968436288,14,24,0.5833333333333334
cup,4,rim,0.15610912378701958,7,24,0.2916666666666667
cup,5,base,0.2196681396844616,1,24,0.041666666666666664
cup,5,handle,0.24973806945963842,18,24,0.75
cup,5,hole,0.2132639318181083,1,24,0.041666666666666664
cup,5,rim,0.2769489023320221,9,24,0.375
cup,6,base,0.26523320520605564,1,24,0.041666666666666664
cup,6,handle,0.2754884664983002,15,24,0.625
cup,6,hole,0.20623930395988563,3,24,0.125
cup,6,rim,0.2274658641420999,7,24,0.2916666666666667
cup,7,base,0.23301966462531803,3,23,0.13043478260869565
cup,7,handle,0.3116755661332716,15,23,0.6521739130434783
cup,7,rim,0.28347350392952086,10,23,0.43478260869565216
cup,8,base,0.1551675979299213,6,24,0.25
cup,8,handle,0.2842650600744987,18,24,0.75
cup,8,hole,0.25,1,24,0.041666666666666664
cup,8,rim,0.22883489942818988,13,24,0.5416666666666666
lamp,4,base,0.18411786703625252,3,23,0.13043478260869565
lamp,4,cord,0.10205322021354386,1,23,0.043478260869565216
lamp,4,lampshade,0.4919004215910415,15,23,0.6521739130434783
lamp,4,lightbulb,0.24954564064874407,6,23,0.2608695652173913
lamp,4,stand,0.3334629171068754,6,23,0.2608695652173913
lamp,5,base,0.2609249160138404,8,24,0.3333333333333333
lamp,5,cord,0.22286710607797347,6,24,0.25
lamp,5,lampshade,0.4810636166207779,17,24,0.7083333333333334
lamp,5,lightbulb,0.19045514296753935,10,24,0.4166666666666667
lamp,5,stand,0.2311460775206572,8,24,0.3333333333333333
lamp,6,base,0.27841855162910517,14,25,0.56
lamp,6,cord,0.3005545081510034,2,25,0.08
lamp,6,lampshade,0.4589918390907627,21,25,0.84
lamp,6,lightbulb,0.17638901994167694,4,25,0.16
lamp,6,stand,0.22589799848579914,4,25,0.16
lamp,7,base,0.31926817720065337,11,25,0.44
lamp,7,cord,0.020585933782388818,1,25,0.04
lamp,7,lampshade,0.45144747808979,21,25,0.84
lamp,7,lightbulb,0.22187250818310267,8,25,0.32
lamp,7,stand,0.29916960478622556,6,25,0.24
lamp,8,base,0.23625372499779831,12,25,0.48
lamp,8,cord,0.02635209519877739,3,25,0.12
lamp,8,lampshade,0.4676873642777637,23,25,0.92
lamp,8,lightbulb,0.1915800333564492,8,25,0.32
lamp,8,stand,0.21165331987491603,8,25,0.32
hat,4,band,0.3024911225196919,2,22,0.09090909090909091
hat,4,brim,0.37102382764928815,12,22,0.5454545454545454
hat,4,crown,0.2297441557983002,6,22,0.2727272727272727
hat,4,top,0.36304806921497956,7,22,0.3181818181818182
hat,4,visor,0.2037741337156059,1,22,0.045454545454545456
hat,5,band,0.28704294019187754,5,22,0.22727272727272727
hat,5,brim,0.3467026642328564,12,22,0.5454545454545454
hat,5,crown,0.4754846549445045,4,22,0.18181818181818182
hat,5,top,0.3997821952956765,10,22,0.45454545454545453
hat,5,visor,0.2862122318983854,3,22,0.13636363636363635
hat,6,band,0.16839450383307566,5,23,0.21739130434782608
hat,6,brim,0.45552860123940186,13,23,0.5652173913043478
hat,6,crown,0.27175235393859654,6,23,0.2608695652173913
hat,6,top,0.4289733665920636,8,23,0.34782608695652173
hat,6,visor,0.22954320986160237,1,23,0.043478260869565216
hat,7,band,0.1463912338472147,5,21,0.23809523809523808
hat,7,brim,0.406409699147845,13,21,0.6190476190476191
hat,7,crown,0.38934683766133127,7,21,0.3333333333333333
hat,7,top,0.4409567729563931,11,21,0.5238095238095238
hat,7,visor,0.45837875303289805,3,21,0.14285714285714285
hat,8,band,0.28044993674272006,9,23,0.391304347826087
hat,8,brim,0.3809575935781477,17,23,0.7391304347826086
hat,8,crown,0.2763561757733437,3,23,0.13043478260869565
hat,8,top,0.34211593352125047,18,23,0.782608695652174
hat,8,visor,0.21921638797482587,2,23,0.08695652173913043
bottle,4,base,0.28319906651613724,2,24,0.08333333333333333
bottle,4,cap,0.2933131332510435,10,24,0.4166666666666667
bottle,4,label,0.46512611906712303,1,24,0.041666666666666664
bottle,4,neck,0.2269757833002064,5,24,0.20833333333333334
bottle,5,base,0.09705687147703193,1,23,0.043478260869565216
bottle,5,cap,0.23771137636314485,10,23,0.43478260869565216
bottle,5,cork,0.09446632797850421,1,23,0.043478260869565216
bottle,5,label,0.20952722614540095,4,23,0.17391304347826086
bottle,5,neck,0.15779033628841635,4,23,0.17391304347826086
bottle,6,base,0.19755788811567876,4,24,0.16666666666666666
bottle,6,cap,0.1921461987613301,12,24,0.5
bottle,6,cork,0.37498942288885356,1,24,0.041666666666666664
bottle,6,label,0.3093864375408151,6,24,0.25
bottle,6,neck,0.2754676560921113,6,24,0.25
bottle,7,base,0.2370661803658914,5,23,0.21739130434782608
bottle,7,cap,0.2922048319210865,13,23,0.5652173913043478
bottle,7,cork,0.26150221275999025,1,23,0.043478260869565216
bottle,7,label,0.3690265554556912,3,23,0.13043478260869565
bottle,7,neck,0.27946253285835426,7,23,0.30434782608695654
bottle,8,base,0.22653375822345517,7,21,0.3333333333333333
bottle,8,cap,0.22154209552480555,10,21,0.47619047619047616
bottle,8,cork,0.05981151686244109,2,21,0.09523809523809523
bottle,8,label,0.21578975800552772,5,21,0.23809523809523808
bottle,8,neck,0.17701251912566274,12,21,0.5714285714285714
car,4,hood,0.1959518885167325,2,25,0.08
car,4,roof,0.17914537181362938,4,25,0.16
car,4,trunk,0.1580037169448714,4,25,0.16
car,4,wheel,0.35570941205007917,17,25,0.68
car,4,window,0.16048938209840755,8,25,0.32
car,5,hood,0.15987801572387902,4,25,0.16
car,5,roof,0.19790683672144327,10,25,0.4
car,5,trunk,0.10220276145833926,4,25,0.16
car,5,wheel,0.3499373555904406,19,25,0.76
car,5,window,0.18167785123020874,8,25,0.32
car,6,hood,0.10137760836952459,5,24,0.20833333333333334
car,6,roof,0.15154671638451672,6,24,0.25
car,6,trunk,0.11044829219636398,3,24,0.125
car,6,wheel,0.34426201940309065,20,24,0.8333333333333334
car,6,window,0.16374625075066812,7,24,0.2916666666666667
car,7,hood,0.1454414131647031,14,24,0.5833333333333334
car,7,roof,0.15053528531374633,14,24,0.5833333333333334
car,7,trunk,0.1454414131647031,14,24,0.5833333333333334
car,7,wheel,0.3238940417297361,22,24,0.9166666666666666
car,7,window,0.15242103916713287,13,24,0.5416666666666666
car,8,hood,0.16518060640134397,4,25,0.16
car,8,roof,0.198557732028788,12,25,0.48
car,8,trunk,0.11824412638721683,5,25,0.2
car,8,wheel,0.30569405698638613,22,25,0.88
car,8,window,0.13948517426767654,9,25,0.36
boat,4,deck,0.15046240364120914,5,23,0.21739130434782608
boat,4,hull,0.6968084045534538,2,23,0.08695652173913043
boat,4,mast,0.07658360438223738,8,23,0.34782608695652173
boat,4,sail,0.3917433121214425,8,23,0.34782608695652173
boat,5,deck,0.2076787888794572,5,25,0.2
boat,5,hull,0.19542718671421588,1,25,0.04
boat,5,mast,0.16969017612080725,8,25,0.32
boat,5,sail,0.26388556697611976,10,25,0.4
boat,5,window,0.23519411271655488,1,25,0.04
boat,6,deck,0.24547799812347812,4,23,0.17391304347826086
boat,6,hull,0.33583978174886087,3,23,0.13043478260869565
boat,6,mast,0.12404799190928532,12,23,0.5217391304347826
boat,6,sail,0.24113368639993862,15,23,0.6521739130434783
boat,6,window,0.26955416381990577,2,23,0.08695652173913043
boat,7,hull,0.2882675770101469,2,22,0.09090909090909091
boat,7,mast,0.10859584461172239,8,22,0.36363636363636365
boat,7,sail,0.2773072166941019,11,22,0.5
boat,7,window,0.16393780299744573,5,22,0.22727272727272727
boat,8,deck,0.19698225042667883,4,23,0.17391304347826086
boat,8,hull,0.42721360065128827,1,23,0.043478260869565216
boat,8,mast,0.13305458814791066,7,23,0.30434782608695654
boat,8,sail,0.183021760415354,13,23,0.5652173913043478
boat,8,window,0.19840073648528586,5,23,0.21739130434782608
airplane,4,cockpit,0.04131705713048487,7,24,0.2916666666666667
airplane,4,nose,0.1391363313282743,4,24,0.16666666666666666
airplane,4,tail,0.2001919010668119,6,24,0.25
airplane,4,window,0.19892840639528078,11,24,0.4583333333333333
airplane,4,wing,0.3022460957313046,18,24,0.75
airplane,5,cockpit,0.1240296825350126,9,25,0.36
airplane,5,nose,0.1556494344876032,2,25,0.08
airplane,5,tail,0.20358058439555402,8,25,0.32
airplane,5,window,0.19181064618194696,12,25,0.48
airplane,5,wing,0.2749171953662816,22,25,0.88
airplane,6,cockpit,0.047525698837412506,5,24,0.20833333333333334
airplane,6,nose,0.2670047831912914,2,24,0.08333333333333333
airplane,6,tail,0.1493395584595914,9,24,0.375
airplane,6,window,0.2286798463544477,14,24,0.5833333333333334
airplane,6,wing,0.31037127678934984,17,24,0.7083333333333334
airplane,7,cockpit,0.06997870928724767,3,25,0.12
airplane,7,nose,0.06899181949839049,2,25,0.08
airplane,7,tail,0.10569099518392412,15,25,0.6
airplane,7,window,0.2042064739095168,14,25,0.56
airplane,7,wing,0.26154275631877566,21,25,0.84
airplane,8,cockpit,0.10883390348464533,5,25,0.2
airplane,8,nose,0.01686268629520228,2,25,0.08
airplane,8,tail,0.12038251400552037,8,25,0.32
airplane,8,window,0.19436573821649625,11,25,0.44
airplane,8,wing,0.2820559591977303,20,25,0.8
train,4,engine,0.14218932063244627,2,23,0.08695652173913043
train,4,roof,0.08376370151387194,2,23,0.08695652173913043
train,4,wagon,0.27317105717068624,5,23,0.21739130434782608
train,4,wheel,0.3324702951442343,10,23,0.43478260869565216
train,4,window,0.11381666397078906,3,23,0.13043478260869565
train,5,engine,0.14771888712453252,3,25,0.12
train,5,roof,0.14753959456533233,3,25,0.12
train,5,wagon,0.36938058598640827,3,25,0.12
train,5,wheel,0.4029759004801321,11,25,0.44
train,5,window,0.21709852651355588,8,25,0.32
train,6,engine,0.18121817107781013,3,24,0.125
train,6,roof,0.14544882146045823,5,24,0.20833333333333334
train,6,wagon,0.3132720346085603,13,24,0.5416666666666666
train,6,wheel,0.3059728263023272,19,24,0.7916666666666666
train,6,window,0.06811675522167764,4,24,0.16666666666666666
train,7,engine,0.19211551157451243,4,24,0.16666666666666666
train,7,roof,0.06832576708058616,2,24,0.08333333333333333
train,7,wagon,0.3232831151070678,13,24,0.5416666666666666
train,7,wheel,0.24891582122563677,16,24,0.6666666666666666
train,7,window,0.13110367656382418,8,24,0.3333333333333333
train,8,engine,0.20961923966834378,2,23,0.08695652173913043
train,8,roof,0.1225176135243292,6,23,0.2608695652173913
train,8,wagon,0.28530172708194484,7,23,0.30434782608695654
train,8,wheel,0.2507336600503996,18,23,0.782608695652174
train,8,window,0.1352135602734333,11,23,0.4782608695652174
